Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/04/15 14:26:46.00,IMU,79.59,-148.44,-951.66,-5.96,-4.15,0.08,27.15,16.80,-52.50,26.5
2026/04/15 14:26:46.10,IMU,-38.57,-150.88,-968.26,1.83,0.21,-4.68,25.80,17.10,-52.20,26.7
2026/04/15 14:26:46.20,IMU,15.14,-184.57,-985.35,0.11,5.38,-3.76,26.40,15.30,-52.20,26.7
2026/04/15 14:26:46.30,IMU,95.21,-163.09,-944.82,-5.08,2.79,-2.33,26.10,16.80,-52.50,26.5
2026/04/15 14:26:46.40,IMU,-7.81,-154.30,-976.07,-2.62,-7.08,-3.45,26.85,16.80,-53.55,26.7
2026/04/15 14:26:46.50,IMU,20.02,-166.02,-969.24,1.40,-9.37,-0.37,26.85,18.30,-52.80,26.7
2026/04/15 14:26:46.61,IMU,26.37,-178.22,-964.84,-3.71,10.54,-4.19,26.40,16.35,-54.30,26.6
2026/04/15 14:26:46.71,IMU,3.42,-142.58,-966.80,-3.99,2.11,-2.26,26.25,16.65,-54.00,26.5
2026/04/15 14:26:46.81,IMU,59.08,-157.23,-962.89,1.94,-7.84,-1.05,26.85,16.35,-53.85,26.6
2026/04/15 14:26:46.91,IMU,22.95,-175.29,-964.36,0.55,-2.89,-0.61,26.10,17.10,-53.25,26.7
2026/04/15 14:26:47.01,IMU,-40.04,-173.83,-988.28,-3.79,1.65,-3.32,26.25,15.90,-53.40,26.6
2026/04/15 14:26:47.11,IMU,75.20,-144.53,-979.49,1.69,3.86,-2.56,25.35,15.60,-51.75,26.6
2026/04/15 14:26:47.21,IMU,51.76,-164.55,-940.92,2.30,-3.40,-1.45,26.85,16.05,-53.85,26.8
2026/04/15 14:26:47.31,IMU,-47.36,-169.92,-930.18,-2.50,-9.32,-1.91,26.10,16.05,-52.50,26.6
2026/04/15 14:26:47.41,IMU,14.16,-146.97,-952.15,-1.99,2.25,-3.33,25.35,16.35,-53.55,26.7
2026/04/15 14:26:47.51,IMU,12.70,-159.18,-954.59,4.13,6.38,-1.72,26.85,15.30,-53.55,26.7
2026/04/15 14:26:47.61,IMU,41.99,-199.22,-962.89,1.43,-6.44,-0.18,25.05,15.30,-54.30,26.7
2026/04/15 14:26:47.71,IMU,36.62,-180.66,-970.21,-1.95,-5.71,-0.92,26.85,14.25,-51.75,26.7
2026/04/15 14:26:47.81,IMU,-29.30,-140.14,-971.19,-0.48,-1.34,-2.49,27.00,16.65,-53.70,26.7
2026/04/15 14:26:47.91,IMU,27.83,-146.00,-946.78,5.60,2.92,0.31,26.70,15.15,-53.40,26.4
2026/04/15 14:26:48.01,IMU,110.84,-189.94,-943.36,2.54,0.18,-5.06,25.05,15.60,-52.80,26.8
2026/04/15 14:26:48.12,IMU,-19.53,-178.22,-962.89,-3.82,-7.40,-3.31,25.50,15.15,-51.90,26.5
2026/04/15 14:26:48.22,IMU,13.67,-157.23,-976.56,1.34,-6.54,-3.05,27.30,15.45,-52.65,26.6
2026/04/15 14:26:48.32,IMU,34.18,-169.92,-962.89,5.50,8.04,-0.15,27.15,13.80,-53.25,26.7
2026/04/15 14:26:48.42,IMU,22.95,-184.57,-959.96,-2.27,-0.17,-2.79,27.15,13.50,-53.85,26.4
2026/04/15 14:26:48.52,IMU,65.43,-146.97,-956.05,-2.91,-9.40,1.57,25.95,13.20,-53.40,26.5
2026/04/15 14:26:48.62,IMU,10.25,-152.83,-978.03,3.11,-3.47,-0.56,26.25,13.95,-52.35,26.6
2026/04/15 14:26:48.72,IMU,-45.41,-182.13,-963.38,-0.69,3.31,-1.88,26.70,14.40,-52.65,26.6
2026/04/15 14:26:48.82,IMU,71.78,-171.39,-960.45,-3.60,0.10,-3.95,27.30,14.70,-51.60,26.7
2026/04/15 14:26:48.92,IMU,64.94,-159.18,-959.96,-1.33,-2.95,-1.02,27.90,14.55,-53.25,26.6
2026/04/15 14:26:49.02,IMU,0.49,-187.01,-968.26,1.19,-11.42,1.77,27.15,13.05,-53.25,26.4
2026/04/15 14:26:49.12,IMU,37.11,-170.90,-964.84,-4.61,1.95,-2.59,27.00,13.65,-51.90,26.6
2026/04/15 14:26:49.22,IMU,8.30,-151.86,-974.61,-4.12,11.11,-1.85,26.70,13.65,-53.40,26.6
2026/04/15 14:26:49.32,IMU,31.25,-157.23,-952.15,-0.13,-4.15,-0.96,26.10,14.85,-53.55,26.6
2026/04/15 14:26:49.42,IMU,54.69,-187.50,-957.52,-2.21,-7.14,-1.41,27.75,15.15,-52.95,26.7
2026/04/15 14:26:49.52,IMU,-23.93,-151.37,-975.10,-7.36,3.54,-3.66,28.50,14.40,-51.60,26.6
2026/04/15 14:26:49.63,IMU,20.51,-146.48,-964.36,-0.72,4.34,-1.12,26.25,13.95,-53.40,26.5
