Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2000/01/01 00:16:37.58,IMU,-55.66,-48.83,-975.10,0.23,-1.79,-2.85,-13.50,5.70,-30.90,29.7
2000/01/01 00:16:37.68,IMU,-60.06,-46.39,-966.80,-2.69,-1.22,-0.16,-16.05,6.45,-30.90,29.8
2000/01/01 00:16:37.78,IMU,-63.48,-41.50,-972.66,-0.93,-1.37,-1.26,-14.85,6.75,-32.25,29.8
2000/01/01 00:16:37.88,IMU,-70.31,-34.67,-974.61,0.22,-0.22,3.03,-13.50,5.70,-31.20,29.6
2000/01/01 00:16:37.98,IMU,-74.22,-49.80,-982.42,0.91,-0.89,-1.79,-14.55,6.00,-31.95,29.4
2000/01/01 00:16:38.08,IMU,-61.52,-41.02,-967.77,-0.39,-0.59,1.11,-13.50,6.45,-32.70,29.6
2000/01/01 00:16:38.18,IMU,-73.73,-43.95,-984.86,1.11,-1.71,-0.87,-15.30,6.75,-31.20,29.9
2000/01/01 00:16:38.29,IMU,-65.92,-39.55,-971.68,-1.95,-1.36,-1.02,-13.05,5.70,-31.95,29.8
2000/01/01 00:16:38.39,IMU,-67.38,-41.99,-967.77,0.50,0.54,-3.02,-14.55,6.00,-31.95,29.8
2000/01/01 00:16:38.49,IMU,-60.55,-46.88,-968.75,-1.20,-0.46,-0.80,-13.95,6.15,-31.80,29.8
2000/01/01 00:16:38.59,IMU,-51.76,-39.06,-971.19,-0.72,0.07,1.39,-15.30,5.70,-32.70,29.6
2000/01/01 00:16:38.69,IMU,-59.08,-42.97,-968.26,-1.40,0.09,0.64,-14.55,5.25,-31.20,29.8
2000/01/01 00:16:38.79,IMU,-68.85,-47.85,-968.26,0.92,-0.69,1.87,-14.25,6.75,-31.20,29.7
2000/01/01 00:16:38.89,IMU,-66.89,-41.02,-964.84,-0.73,0.70,-0.38,-13.80,6.45,-30.15,29.8
2000/01/01 00:16:38.99,IMU,-83.01,-49.80,-978.52,0.50,0.82,-2.02,-13.95,6.15,-31.05,29.8
2000/01/01 00:16:39.09,IMU,-57.13,-39.55,-960.45,-0.78,-0.40,0.15,-14.25,5.70,-32.25,29.8
2000/01/01 00:16:39.19,IMU,-70.31,-55.66,-967.77,-1.88,-0.37,-2.92,-13.35,4.05,-31.80,29.8
2000/01/01 00:16:39.29,IMU,-68.85,-49.80,-971.68,-1.15,-1.80,-2.62,-13.50,6.00,-31.65,29.8
2000/01/01 00:16:39.39,IMU,-63.96,-41.50,-974.61,-0.95,-0.66,0.21,-13.50,4.50,-30.90,29.5
2000/01/01 00:16:39.49,IMU,-69.82,-47.36,-966.80,-1.44,2.33,1.81,-14.55,6.00,-33.30,29.7
2000/01/01 00:16:39.59,IMU,-58.59,-42.97,-970.21,-1.98,-0.16,-0.13,-13.95,5.10,-31.05,29.8
2000/01/01 00:16:39.70,IMU,-65.92,-41.50,-966.80,-2.02,0.50,1.12,-16.05,4.95,-29.55,29.9
2000/01/01 00:16:39.80,IMU,-64.45,-42.48,-976.56,-1.71,-0.90,1.71,-14.40,5.10,-31.05,29.8
2000/01/01 00:16:39.90,IMU,-53.71,-46.88,-953.13,2.51,-8.39,1.69,-14.40,6.15,-30.75,29.7
2000/01/01 00:16:40.00,IMU,-95.21,-49.32,-1045.41,-12.23,28.08,-1.16,-13.50,6.00,-30.60,29.9
2000/01/01 00:16:40.10,IMU,-69.34,6.84,-963.38,-3.76,6.67,-15.29,-15.30,6.45,-33.00,29.5
2000/01/01 00:16:40.20,IMU,-18.55,-183.59,-976.56,-1.90,-2.17,-15.14,-14.40,5.85,-32.55,29.8
2000/01/01 00:16:40.30,IMU,-33.20,-18.07,-974.61,1.24,-12.95,-8.89,-16.05,5.70,-31.65,29.5
2000/01/01 00:16:40.40,IMU,-180.18,-140.14,-788.57,-4.79,-2.47,-91.20,-14.55,5.70,-31.65,29.8
2000/01/01 00:16:40.50,IMU,330.57,-320.31,-549.32,2.02,2.07,-11.39,-15.45,7.65,-32.55,29.8
2000/01/01 00:16:40.60,IMU,-131.35,-62.99,-937.50,2.80,-1.27,-15.56,-15.30,9.00,-30.90,29.7
2000/01/01 00:16:40.71,IMU,-35.64,-47.85,-1034.67,-2.97,-5.64,-25.89,-19.20,8.70,-25.95,29.6
2000/01/01 00:16:40.81,IMU,41.02,-29.30,-1009.77,-3.21,-1.79,-11.64,-16.35,10.80,-30.15,29.7
2000/01/01 00:16:40.91,IMU,-20.02,-22.46,-929.69,1.57,-7.31,4.15,-14.70,11.85,-29.70,29.8
2000/01/01 00:16:41.01,IMU,-39.55,-17.58,-999.51,0.55,-0.47,4.77,-14.40,11.85,-30.00,29.8
2000/01/01 00:16:41.11,IMU,-56.64,-45.90,-969.73,-0.45,-3.23,-0.21,-15.75,10.35,-30.75,29.5
2000/01/01 00:16:41.21,IMU,-54.69,-34.18,-962.89,-2.26,0.42,-1.08,-14.85,10.80,-31.65,29.6
2000/01/01 00:16:41.31,IMU,-50.29,-46.88,-965.82,0.27,-0.61,2.95,-14.55,12.00,-30.90,29.8
2000/01/01 00:16:41.41,IMU,-66.89,-49.32,-976.07,-0.02,-0.59,1.41,-16.05,10.05,-29.55,29.6
2000/01/01 00:16:41.51,IMU,-49.80,-43.46,-960.45,-1.24,0.38,3.29,-15.45,10.35,-29.70,29.8
2000/01/01 00:16:41.61,IMU,-46.88,-33.20,-954.59,0.16,0.07,2.85,-14.85,11.25,-29.10,29.7
2000/01/01 00:16:41.71,IMU,-37.60,-21.00,-1006.35,-1.55,-2.55,-6.03,-14.70,11.85,-30.30,29.6
2000/01/01 00:16:41.81,IMU,-69.82,-41.02,-972.17,-0.78,0.44,0.96,-15.75,11.10,-30.30,29.7
2000/01/01 00:16:41.91,IMU,-58.11,5.37,-982.91,-8.16,2.05,1.63,-14.70,12.15,-31.80,29.6
2000/01/01 00:16:42.01,IMU,-48.83,24.41,-1031.74,-1.56,-0.98,-1.15,-15.15,11.40,-30.30,29.8
2000/01/01 00:16:42.12,IMU,-46.39,-29.79,-952.15,0.56,0.21,1.81,-16.35,10.50,-31.20,29.6
2000/01/01 00:16:42.22,IMU,-50.78,-37.11,-975.10,-1.16,0.31,0.94,-14.85,11.25,-31.20,29.6
2000/01/01 00:16:42.32,IMU,-63.48,-23.93,-979.00,-1.34,-0.08,3.91,-15.45,12.90,-30.30,29.7
2000/01/01 00:16:42.42,IMU,-9.28,-40.04,-969.24,-1.89,-1.63,1.82,-14.70,12.15,-29.25,29.8
2000/01/01 00:16:42.52,IMU,-46.88,-51.27,-975.10,0.28,0.24,-2.74,-14.85,10.80,-31.20,29.6
2000/01/01 00:16:42.62,IMU,-48.83,-20.51,-952.64,-0.31,-0.01,3.27,-14.85,10.50,-30.15,29.6
2000/01/01 00:16:42.72,IMU,-46.88,-43.46,-976.07,-3.24,1.15,1.05,-15.15,11.40,-29.85,29.7
