Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2000/01/01 00:16:30.34,IMU,-65.43,-39.55,-982.42,-0.50,0.85,-0.52,-13.95,6.60,-31.35,29.6
2000/01/01 00:16:30.44,IMU,-54.69,-38.09,-967.77,-0.13,2.70,-2.01,-14.70,5.85,-30.30,29.8
2000/01/01 00:16:30.54,IMU,-56.64,-44.43,-969.24,-2.03,1.09,2.49,-14.85,5.70,-31.20,29.6
2000/01/01 00:16:30.64,IMU,-46.39,-46.39,-969.73,-0.35,-0.43,1.92,-14.55,5.70,-32.25,29.5
2000/01/01 00:16:30.74,IMU,-60.55,-47.36,-975.10,0.66,-1.25,1.89,-14.40,6.15,-32.85,29.4
2000/01/01 00:16:30.84,IMU,-70.31,-45.41,-977.54,-0.35,-2.15,0.28,-13.50,5.25,-33.30,29.6
2000/01/01 00:16:30.94,IMU,-68.36,-48.34,-979.98,-0.82,2.19,0.71,-13.65,6.90,-32.55,29.6
2000/01/01 00:16:31.04,IMU,-54.20,-37.60,-979.98,-0.18,-1.24,-1.29,-15.15,5.55,-31.80,29.8
2000/01/01 00:16:31.14,IMU,-45.41,-42.48,-977.54,-1.18,-1.37,-2.74,-13.95,5.85,-31.80,29.4
2000/01/01 00:16:31.24,IMU,-64.94,-38.09,-971.68,1.29,-1.06,0.93,-14.25,4.95,-31.95,29.7
2000/01/01 00:16:31.35,IMU,-56.15,-39.55,-970.70,-1.76,-1.98,0.50,-15.15,5.85,-31.05,29.7
2000/01/01 00:16:31.45,IMU,-50.29,-31.74,-969.73,-1.34,-0.32,-2.98,-13.35,5.85,-32.10,29.8
2000/01/01 00:16:31.55,IMU,-47.85,-46.88,-985.35,-0.49,-0.34,0.89,-13.95,5.85,-31.05,29.6
2000/01/01 00:16:31.65,IMU,-61.04,-30.76,-966.31,0.90,-0.85,0.94,-15.60,6.75,-31.65,29.7
2000/01/01 00:16:31.75,IMU,-71.29,-40.53,-965.33,-1.28,-1.24,0.24,-14.40,5.10,-32.10,29.6
2000/01/01 00:16:31.85,IMU,-66.89,-53.22,-975.10,-1.43,-1.08,3.56,-13.95,5.85,-31.80,29.7
2000/01/01 00:16:31.95,IMU,-74.71,-52.25,-960.45,-0.15,-1.06,1.50,-14.70,4.80,-32.55,29.8
2000/01/01 00:16:32.05,IMU,-58.11,-49.80,-977.54,0.17,1.77,-0.67,-14.55,4.50,-31.65,29.6
2000/01/01 00:16:32.15,IMU,-58.59,-52.25,-982.91,-0.26,0.11,1.51,-14.25,7.20,-33.30,29.6
2000/01/01 00:16:32.25,IMU,-69.34,-42.97,-976.56,-0.81,-0.66,-0.16,-14.55,3.75,-31.65,29.6
2000/01/01 00:16:32.35,IMU,-61.52,-37.60,-970.21,-0.35,-0.02,3.22,-14.25,5.70,-31.95,29.5
2000/01/01 00:16:32.45,IMU,-64.45,-49.80,-971.68,-1.60,0.94,-1.48,-13.95,6.60,-32.10,29.5
2000/01/01 00:16:32.55,IMU,-70.31,-36.13,-962.89,-1.05,-1.58,-1.75,-15.15,5.10,-30.75,29.6
2000/01/01 00:16:32.65,IMU,-64.45,-50.78,-972.17,-0.98,-0.78,1.46,-14.40,6.15,-31.35,29.6
