timestamp,year,month,day,hour,minute,second,latitude,longitude,altitude_msl,altitude_ellipsoid,horizontal_accuracy,vertical_accuracy,fix_type,carrier_solution,num_satellites,pDOP,speed_2d,heading,vel_north,vel_east,vel_down,flags,source
337348.0,2020,3,25,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337349.0,2020,3,25,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337350.0,2020,3,25,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337351.0,2020,3,25,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337352.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337353.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337354.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337355.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337356.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337357.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337358.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337359.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337360.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337361.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337362.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337363.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337364.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337365.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337366.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337367.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337368.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337369.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337370.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337371.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337372.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
337373.0,2026,4,22,21,42,0,0.0,0.0,-17.0,0.0,4294967.295,3750000.64,0,0,0,0.9998999999999999,0.0,0.0,0.0,0.0,0.0,0,PVT
